"Data generating values","n","ate","sd","bias"
"n = 500, SD = 1",500,49.9442172603474,2.44567841371773,-0.0557827396526348
"n = 500, SD = 1",248,50.0210783520478,3.16260020949326,0.0210783520478477
"n = 500, SD = 1",248,50.0210783520478,3.16260020949326,0.0210783520478477
"n = 500, SD = 45",500,50.0386786968371,4.62679974406055,0.0386786968371435
"n = 500, SD = 45",231,50.0283098510771,6.49236723321209,0.0283098510770652
"n = 500, SD = 45",231,50.0283098510771,6.49236723321209,0.0283098510770652
"n = 2000, SD = 1",2000,50.0912202426528,1.22198380633884,0.0912202426527973
"n = 2000, SD = 1",1023,50.0623484907711,1.59085870355325,0.0623484907711163
"n = 2000, SD = 1",1023,50.0623484907711,1.59085870355325,0.0623484907711163
"n = 2000, SD = 45",2000,50.0129534847382,2.42022196252867,0.0129534847381674
"n = 2000, SD = 45",1005,50.0403263262454,3.31926829659319,0.0403263262453963
"n = 2000, SD = 45",1005,50.0403263262454,3.31926829659319,0.0403263262453963
