"Data generating values","n","ate","sd","bias"
"n = 500, SD = 1",500,50.0022910955311,0.093489209849677,0.00229109553112352
"n = 500, SD = 1",301,50.0008373890591,0.122012666643557,0.00083738905911968
"n = 500, SD = 1",301,50.0008373890591,0.122012666643557,0.000837389059119758
"n = 500, SD = 45",500,49.9625301385763,4.03796078638843,-0.0374698614237353
"n = 500, SD = 45",281,49.8018948280092,5.29426112692293,-0.198105171990833
"n = 500, SD = 45",281,49.8018948280092,5.29426112692293,-0.198105171990833
"n = 2000, SD = 1",2000,49.999585232356,0.0444765223509713,-0.000414767644020912
"n = 2000, SD = 1",1194,50.0025154763579,0.0597314071336863,0.00251547635790084
"n = 2000, SD = 1",1194,50.0025154763579,0.0597314071336863,0.00251547635790084
"n = 2000, SD = 45",2000,49.9049119030833,2.07271148271032,-0.0950880969166657
"n = 2000, SD = 45",1187,49.985204855259,2.59437734363211,-0.0147951447410204
"n = 2000, SD = 45",1187,49.985204855259,2.59437734363211,-0.0147951447410204
