"Data generating values","n","ate","sd","bias"
"n = 500, SD = 1",500,49.9418323112741,1.46477312654399,-0.0581676887259363
"n = 500, SD = 1",298,51.2242139740318,1.84434703200628,1.22421397403179
"n = 500, SD = 1",298,51.2242139740318,1.84434703200628,1.22421397403179
"n = 500, SD = 45",500,49.7980604080764,4.28205897999891,-0.201939591923613
"n = 500, SD = 45",301,50.9595731880865,5.45413296345033,0.959573188086521
"n = 500, SD = 45",301,50.9595731880865,5.45413296345033,0.959573188086521
"n = 2000, SD = 1",2000,50.0240155234629,0.765603019369878,0.0240155234628687
"n = 2000, SD = 1",1227,51.3190459418438,0.924942089634204,1.31904594184375
"n = 2000, SD = 1",1227,51.3190459418438,0.924942089634204,1.31904594184375
"n = 2000, SD = 45",2000,50.0509780138726,2.12972066054613,0.0509780138725918
"n = 2000, SD = 45",1210,51.3562107185979,2.81692723367925,1.35621071859794
"n = 2000, SD = 45",1210,51.3562107185979,2.81692723367925,1.35621071859794
