"Data generating values","n","ate","sd","bias"
"n = 500, SD = 1",500,50.0198531795667,1.45309084641538,0.0198531795666622
"n = 500, SD = 1",248,50.023359289843,1.81417743133995,0.0233592898429852
"n = 500, SD = 1",248,50.023359289843,1.81417743133995,0.0233592898429852
"n = 500, SD = 45",500,50.1632524863943,4.18646582911811,0.163252486394254
"n = 500, SD = 45",231,50.1510612974907,5.89574064577382,0.1510612974907
"n = 500, SD = 45",231,50.1510612974907,5.89574064577382,0.1510612974907
"n = 2000, SD = 1",2000,49.9857213281565,0.755951130627813,-0.0142786718434821
"n = 2000, SD = 1",1023,49.9619407420898,0.932686119687893,-0.0380592579102157
"n = 2000, SD = 1",1023,49.9619407420898,0.932686119687893,-0.0380592579102156
"n = 2000, SD = 45",2000,49.9873313850049,2.18771544429921,-0.0126686149950521
"n = 2000, SD = 45",1005,49.9990798524624,3.08686720475105,-0.000920147537575453
"n = 2000, SD = 45",1005,49.9990798524624,3.08686720475105,-0.000920147537575531
