"Data generating values","n","ate","sd","bias"
"n = 500, SD = 1",500,49.914862114047,1.01546100747631,-0.0851378859529608
"n = 500, SD = 1",301,50.6093740475762,1.6781956596786,0.609374047576221
"n = 500, SD = 1",301,51.1287488062381,2.16265897593743,1.1287488062381
"n = 500, SD = 45",500,44.7990224814346,4.59067474313337,-5.20097751856543
"n = 500, SD = 45",281,44.1268606214712,6.26964080380886,-5.8731393785288
"n = 500, SD = 45",281,44.3378577948964,6.56700862055942,-5.66214220510364
"n = 2000, SD = 1",2000,49.9926198249194,0.304954527185906,-0.00738017508058546
"n = 2000, SD = 1",1194,50.4791223165052,0.490291713895567,0.479122316505227
"n = 2000, SD = 1",1194,50.8199190197264,0.654125036151055,0.819919019726422
"n = 2000, SD = 45",2000,47.9221448611591,2.15690534868765,-2.07785513884092
"n = 2000, SD = 45",1187,49.7148679875689,2.83190774534838,-0.285132012431138
"n = 2000, SD = 45",1187,49.9904580619426,3.15323626753109,-0.0095419380573513
